Name	Type	Latitude	Longitude	City	Country	
student village	college residence hall	55.858685	-4.251444	glasgow	united kingdom	
rock lobster	seafood restaurant	55.858688	-4.250526	glasgow	united kingdom	
virginia gallery	art gallery	55.858652	-4.249802		united kingdom	
merchant city inn	hotel	55.8587776573	-4.2496310649	glasgow	united kingdom	
luke  jack	toy  game store	55.8587886905	-4.2499924424	glasgow	united kingdom	
tobacco exchange	historic site	55.8587682992	-4.2505468335	glasgow	united kingdom	
parrucche wig  hair boutique	miscellaneous shop	55.858719	-4.250302		united kingdom	
virginia street	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
beauty feet fish spa		55.858682	-4.250444	glasgow	united kingdom	
moda	gay bar	55.858775	-4.249841		united kingdom	
city car club vehicle	rental car location	55.8587796064	-4.2497134209	glasgow	united kingdom	
subway	sandwich place	55.8585026213	-4.248919487	glasgow	united kingdom	
grosvenor casino glasgow merchant city	casino	55.8579718401	-4.2491535155	glasgow	united kingdom	
peckhams	deli  bodega	55.8587946599	-4.2488765717	glasgow	united kingdom	
mansion house	bar	55.858206	-4.249043	glasgow	united kingdom	
merchant city yoga	athletics  sports	55.8589730356	-4.2486459574	glasgow	united kingdom	
cookery school	college classroom	55.8587439746	-4.2486459574		united kingdom	
2020 opticians		55.858656275	-4.248677	glasgow	united kingdom	
glassford street	general travel	55.8580072957	-4.2493298924		united kingdom	
tiffanys	coffee shop	55.8583538368	-4.2490675074	glasgow	united kingdom	
samh (scottish association for mental health)	office	55.8583835435	-4.2483644008	glasgow	united kingdom	
merchant city post office	post office	55.8586892854	-4.2490160465	glasgow	united kingdom	
lucky voice	karaoke bar	55.85804	-4.249031	glasgow	united kingdom	
ncp the glasshouse	parking	55.8586350927	-4.2488336563	glasgow	united kingdom	
merchant city barbers	salon  barbershop	55.858587	-4.248724	glasgow	united kingdom	
glasgow housinh association (gha)	building	55.858229	-4.2493		united kingdom	
wilson towers	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
tiger tiger	nightclub	55.858591	-4.248892	glasgow	united kingdom	
bus stop for 65	bus line	55.8585496	-4.2493112		united kingdom	
random pants	cocktail bar	55.858489	-4.249198		united kingdom	
hentertainment	general entertainment	55.8580425807	-4.248790741	glasgow	united kingdom	
glassford court	building	55.8585995505	-4.2490758133	glasgow	united kingdom	
merchant city	neighborhood	55.8587879883	-4.2475222282	glasgow	united kingdom	
citation taverne  restaurant	bar	55.8586953068	-4.2473530769	glasgow	united kingdom	
principal apartments landsdowne garden apartment	hotel	55.8585266419	-4.2478518774		united kingdom	
snugglemuffin	caf?	55.8584026668	-4.2476523859	glasgow	united kingdom	
court bar	karaoke bar	55.858772	-4.247846		united kingdom	
brunswick house	office	55.8586230499	-4.2475032806		united kingdom	
goldbergs	strip club	55.858143	-4.247255		united kingdom	
tobacco exchange	building	55.8585975901	-4.2475246476	glasgow	united kingdom	
citizens advice bureau	building	55.858296	-4.248237	glasgow	united kingdom	
barnardos	miscellaneous shop	55.858696	-4.248312	glasgow	united kingdom	
whifflet train	train	55.8581562	-4.2475359		united kingdom	
guys restaurant	restaurant	55.8580612512	-4.2460972674	glasgow	united kingdom	
dhabba	indian restaurant	55.858177	-4.246105	glasgow	united kingdom	
cranberrys tearoom	caf?	55.8585920434	-4.2471578665	glasgow	united kingdom	
primo	salon  barbershop	55.8583664872	-4.2466498482	glasgow	united kingdom	
60 wilson street	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
merchant pride (candle bar)	gay bar	55.8579719111	-4.2460956341	glasgow	united kingdom	
wilsons on wilson street	salon  barbershop	55.858335	-4.246376	glasgow	united kingdom	
martins house	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
cranberrys	caf?	55.858578	-4.247003		united kingdom	
la belle forme	doctors office	55.8586230499	-4.2467308044	glasgow	united kingdom	
merchant square	plaza	55.8585146642	-4.244992733	glasgow	united kingdom	
metropolitan	bar	55.8585267071	-4.2455399036	glasgow	united kingdom	
bar 91	bar	55.85870565	-4.2453688	glasgow	united kingdom	
beer cafe	bar	55.858583	-4.245402	glasgow	united kingdom	
city merchant	seafood restaurant	55.858744	-4.245444	glasgow	united kingdom	
chophouse brasserie	steakhouse	55.8584677592	-4.244915676	glasgow	united kingdom	
pancho villas	mexican restaurant	55.8581418843	-4.2449027351	glasgow	united kingdom	
arisaig	restaurant	55.8587073496	-4.2451643944	glasgow	united kingdom	
bar espagnol	spanish restaurant	55.858395	-4.245021	glasgow	united kingdom	
mercado	spanish restaurant	55.858482	-4.24491	glasgow	united kingdom	
boudoir wine bar	wine bar	55.858371	-4.245736675	glasgow	united kingdom	
bar square	bar	55.8583581066	-4.2456150055	glasgow	united kingdom	
fanellis	italian restaurant	55.8583592067	-4.2449428648	glasgow	united kingdom	
plum tree	deli  bodega	55.858335	-4.245908		united kingdom	
james margey hair	salon  barbershop	55.8585987796	-4.2455963407	glasgow	united kingdom	
berits  brown	deli  bodega	55.8581654194	-4.2460441589	glasgow	united kingdom	
philosophi	salon  barbershop	55.85844	-4.245572		united kingdom	
boudoir	diner	55.8583805777	-4.2452942312		united kingdom	
glasgow police museum	history museum	55.858125	-4.244892	glasgow	united kingdom	
white  barr	salon  barbershop	55.8584732786	-4.2456051746	glasgow	united kingdom	
thali	indian restaurant	55.8579748997	-4.2450523709	glasgow	united kingdom	
countrywide	office	55.8586925785	-4.2454018719	glasgow	united kingdom	
stateside bar  kitchen	american restaurant	55.8584860624	-4.2450517416	glasgow	united kingdom	
83 candleriggs	residential building (apartment  condo)	55.858695	-4.245998	glasgow	united kingdom	
high tech square	mobile phone shop	55.858585	-4.245605	hammam sousse	united kingdom	
77 trongate	building	55.857952	-4.24603	glasgow	united kingdom	
gay mens health	non-profit	55.858033	-4.244897	glasgow	united kingdom	
blackfriars	bar	55.8579305806	-4.2447888851	glasgow	united kingdom	
cafe gandolfi	caf?	55.8583249885	-4.2442175746	glasgow	united kingdom	
oneills	pub	55.858224435	-4.2447362119	glasgow	united kingdom	
bar home	gastropub	55.8583458633	-4.2442727061	glasgow	united kingdom	
belgian street glasgow	beer garden	55.8583976664	-4.2447986025		united kingdom	
arta	cocktail bar	55.858438	-4.244486	glasgow	united kingdom	
the libertine	bar	55.8579442757	-4.244282337		united kingdom	
gandolfi fish	seafood restaurant	55.8585267071	-4.2441558838	glasgow	united kingdom	
glasgow womens aid	professional  other places	55.8579555296	-4.2446092887	glasgow	united kingdom	
gandolfi to go	seafood restaurant	55.858583	-4.244075		united kingdom	
ovo	nightclub	55.858389914	-4.2442839495	glasgow	united kingdom	
lgbt youth scotland	office	55.8579899914	-4.2444662328	glasgow	united kingdom	
obo	nightclub	55.858377	-4.24482		united kingdom	
casa craigdon	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
the laundry room  5 walls street	laundry service	55.857946	-4.24391	glasgow	united kingdom	
merchants house	bar	55.857948	-4.244319	glasgow	united kingdom	
gallery 23	art gallery	55.858503	-4.24439	glasgow	united kingdom	
216	residential building (apartment  condo)	55.858417	-4.244471	glasgow	united kingdom	
babbity bowster	pub	55.858395	-4.242643	glasgow	united kingdom	
the italian caff? enoteca	italian restaurant	55.85869	-4.2436778	glasgow	united kingdom	
soradas kingdom	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
andrew  stephens awesome abode	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
walls street	road	55.8580290446	-4.24364912	glasgow	united kingdom	
the barras bistro		55.858416	-4.24322	glasgow	united kingdom	
allan and magnus pad	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
dj model	general entertainment	55.858095	-4.242922	glasgow	united kingdom	
castro noise	gay bar	55.858576	-4.242698		united kingdom	
merchant city dental	dentists office	55.858570035	-4.2418504991	glasgow	united kingdom	
the black bull	pub	55.858452	-4.242003		united kingdom	
a9 ? o poder	residential building (apartment  condo)	55.8579857787	-4.2422194269		united kingdom	
c1 auh	home (private)	55.8572624224	-4.2435447177		united kingdom	
strathduie		55.858349	-4.242408	glasgow	united kingdom	
manderley castle	home (private)	55.8572624224	-4.2435447177		united kingdom	
the country shop ltd.	butcher	55.8581371089	-4.2422508144	glasgow	united kingdom	
rochas house	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
wheatsheaf inn	pub	55.858628	-4.241644		united kingdom	
260 high street	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
una mclean veterinary surgery	pet store	55.858618	-4.241778		united kingdom	
natural health service	medical center	55.858556	-4.241751		united kingdom	
quarrybank	home (private)	55.8572624224	-4.2435447177		united kingdom	
glass	art gallery	55.858628	-4.241644		united kingdom	
joop	board shop	55.858593	-4.241635		united kingdom	
clinton cards	gift shop	55.858628	-4.241644		united kingdom	
gelateria zanoni	ice cream shop	55.8579765633	-4.2424929142	glasgow	united kingdom	
jack daniels	event space	55.858628	-4.241644		united kingdom	
flab e loss	tanning salon	55.858628	-4.241644		united kingdom	
corkys	italian restaurant	55.858628	-4.241644		united kingdom	
king edward park	park	55.858628	-4.241644	hawera	united kingdom	
button 11	gluten-free restaurant	55.858527	-4.24172		united kingdom	
element gift shop	gift shop	55.858628	-4.241644		united kingdom	
unite student accommodation	residential building (apartment  condo)	55.8588041597	-4.2403573117	glasgow	united kingdom	
unite blackfriars laundry	laundry service	55.858779	-4.240653	glasgow	united kingdom	
andrew ure hall	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
university of glasgowwards library	college library	55.8580852832	-4.2404370195		united kingdom	
johnnys tattoo studio		55.858475	-4.2391021	glasgow	united kingdom	
blackfriar car park	parking	55.8582915998	-4.2387575668		united kingdom	
unite	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
	thai restaurant	55.8587964734	-4.2373295432	glasgow	united kingdom	
cornerstone	office	55.858704	-4.230038	glasgow	united kingdom	
play away nusery	professional  other places	55.858333	-4.230344	glasgow	united kingdom	
ruperts home	home (private)	55.8577685002	-4.2288361699	glasgow	united kingdom	
mens health forum scotland	building	55.85827045	-4.2303907	glasgow	united kingdom	
intercity auctions	professional  other places	55.8579357743	-4.2295970958	glasgow	united kingdom	
campanile hotel	hotel	55.8591846914	-4.2830296037	glasgow	united kingdom	
yen rotunda	restaurant	55.858949912	-4.282119921	glasgow	united kingdom	
euromaster	gas station  garage	55.8592364862	-4.2828209738		united kingdom	
nuffield health glasgow central fitness  wellbeing centre	gym	55.8594058263	-4.2811274529	glasgow	united kingdom	
zs pad	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
krish steven  donnys	home (private)	55.8562446748	-4.2729701742		united kingdom	
equator	office	55.8592613149	-4.2787241936	glasgow	united kingdom	
		55.859189059	-4.2789387703		united kingdom	
		55.8592974428	-4.2785847187		united kingdom	
anglo eastern	office	55.858977	-4.279039	glasgow	united kingdom	
delizique		55.8591	-4.278598	glasgow	united kingdom	
aldos	wine bar	55.859419	-4.277548		united kingdom	
berkeley 2 studios	music venue	55.8590282048	-4.276331308	glasgow	united kingdom	
avis		55.8596972534	-4.2764559104	glasgow	united kingdom	
braqkenstein	speakeasy	55.859162	-4.276398		united kingdom	
soundhaus		55.8589723709	-4.2747813463	glasgow	united kingdom	
quiz clothing head office	office	55.8593576559	-4.2743682861	glasgow	united kingdom	
keyboard	winery	55.8595864648	-4.2742395401	glasgow	united kingdom	
gingerbread flat	home (private)	55.8562446748	-4.2729701742		united kingdom	
home of bread		55.8596016819	-4.2698348156	glasgow	united kingdom	
marriott	hotel	55.8597189325	-4.2689931393	glasgow	united kingdom	
the menzies hotel	hotel	55.8590922485	-4.2682040289	glasgow	united kingdom	
chats	hotel bar	55.85963	-4.269115		united kingdom	
15th international chemical weapons demilitarisation conference	convention center	55.8596001962	-4.2692140313		united kingdom	
twirl and tone pole academy	general entertainment	55.8589285612	-4.2685210705		united kingdom	
490 argyle street		55.8593117868	-4.2674841077	glasgow	united kingdom	
ross flat	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
savannah spa centre	spa  massage	55.859026	-4.268027	glasgow	united kingdom	
europa building	office	55.8592335975	-4.2661123761	glasgow	united kingdom	
signature brides	bridal shop	55.8589361623	-4.2649483681	glasgow	united kingdom	
velos-it	building	55.8596027701	-4.265370432		united kingdom	
lushest bed  marriott glasgow hotel.	hotel	55.85932	-4.26539		united kingdom	
kentigern house	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
europa house	home (private)	55.8567544809	-4.2582560533		united kingdom	
mackenzie menswear	mens store	55.85891855	-4.2647187		united kingdom	
registers of scotland		55.8591452667	-4.265116	glasgow	united kingdom	
costa coffee	coffee shop	55.8589903546	-4.2640149593	glasgow	united kingdom	
premier inn	hotel	55.858832581	-4.2640125052	glasgow	united kingdom	
tropeiro	brazilian restaurant	55.858962	-4.2637840857	glasgow	united kingdom	
lettuce eat	sandwich place	55.8590578169	-4.2636276163	glasgow	united kingdom	
teleperformance	professional  other places	55.8593205289	-4.2638628213	glasgow	united kingdom	
becogent limited (cadogan)	office	55.8589361623	-4.2640256882	glasgow	united kingdom	
job centre plus city branch	government building	55.8589188841	-4.264212986	glasgow	united kingdom	
invensys rail	office	55.8590084187	-4.2644119263	glasgow	united kingdom	
the flat	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
??  ?	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
tinfoil towers		55.859261	-4.263914	glasgow	united kingdom	
tesco express	grocery store	55.8589662692	-4.2631673813	glasgow	united kingdom	
scottish government atlantic quay	capitol building	55.8588860128	-4.263414058		united kingdom	
dwp corunna house	government building	55.859279	-4.2628		united kingdom	
unison glasgow	office	55.8591911507	-4.2626382856	glasgow	united kingdom	
the bridge	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
coruna house	government building	55.859554	-4.262694		united kingdom	
clyde offices	office	55.859211	-4.263273	glasgow	united kingdom	
upstreet city hotel	hotel	55.8588847	-4.2625359	glasgow	united kingdom	
ch2mhill	office	55.859527	-4.262482		united kingdom	
first data	office	55.859124875	-4.263258	glasgow	united kingdom	
city car club vehicle	rental car location	55.858996376	-4.262598753	glasgow	united kingdom	
piccolo mondo	italian restaurant	55.858865	-4.262165	glasgow	united kingdom	
baltic chambers	office	55.859545	-4.260862	glasgow	united kingdom	
city sightseeing tour	tourist information center	55.85884	-4.260242		united kingdom	
darroch financial services	office	55.859521	-4.26038	glasgow	united kingdom	
lightblue uk	office	55.8591456692	-4.2604924522	glasgow	united kingdom	
lightblue - the brand adventures agency	office	55.8593	-4.260706	glasgow	united kingdom	
hymans robertson	office	55.859421	-4.260116	glasgow	united kingdom	
sugarcube	coffee shop	55.858843	-4.260627		united kingdom	
